country,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15
Rթunion,0.253046335,0.256551885,0.24664321,0.267715313,0.281478799,0.302576773,0.316767133,0.329392285,0.353038574,0.367215999,0.36435723,0.359506377
"Saint Helena, Ascension and Tristan da Cunha",0.063063063,0.207207207,0.198198198,0.252252252,0.27027027,0.243243243,0.162162162,0.099099099,0.027027027,0.036036036,0.009009009,0.018018018
Saint Kitts and Nevis,0.165953196,0.182077626,0.175228311,0.192208904,0.223886986,0.284960046,0.332762557,0.362300228,0.351883562,0.387271689,0.391552511,0.386558219
Saint Lucia,0.229971901,0.242272869,0.227224477,0.262316578,0.270995941,0.309022791,0.34061817,0.357227599,0.350171714,0.347361848,0.339369341,0.332188573
Saint Martin,0.294573643,0.313630491,0.307170543,0.330426357,0.336886305,0.319767442,0.309108527,0.306524548,0.299095607,0.291989664,0.281330749,0.269702842
Saint Pierre and Miquelon,0.332510288,0.355555556,0.327572016,0.347325103,0.316872428,0.344032922,0.358024691,0.36872428,0.320987654,0.315226337,0.350617284,0.3218107
Saint Vincent and the Grenadines,0.146918787,0.161338593,0.157665624,0.182832268,0.203509727,0.22405115,0.261461026,0.282818664,0.313562781,0.362943817,0.381716773,0.375459121
Saint-Barthlemy,0.451428571,0.465714286,0.439047619,0.458095238,0.382857143,0.331428571,0.300952381,0.252380952,0.213333333,0.17047619,0.165714286,0.127619048
Samoa,0.136235161,0.13566987,0.131712832,0.156585642,0.177501413,0.199547767,0.24646693,0.275862069,0.320520068,0.338044093,0.338609384,0.310344828
San Marino,0.258024436,0.257610271,0.245599503,0.266928971,0.273141437,0.302961276,0.330710292,0.329260717,0.33236695,0.386829571,0.422033547,0.433837233
Sao Tome and Principe,0.071752266,0.072507553,0.079305136,0.092145015,0.136706949,0.196374622,0.280966767,0.316465257,0.296827795,0.328549849,0.405589124,0.390483384
Saudi Arabia,0.21502917,0.223350284,0.225720461,0.251904309,0.266506188,0.293239152,0.290116366,0.299230245,0.319827279,0.32166684,0.335531902,0.324434528
Senegal,0.215843594,0.227537874,0.228872774,0.269573319,0.285154104,0.286586341,0.297661839,0.311740863,0.309446503,0.302048932,0.317699244,0.315822041
Serbia,0.241608161,0.247623568,0.242530737,0.263925959,0.291485907,0.323738724,0.346283167,0.33857726,0.349362863,0.360817733,0.374669699,0.377754728
Seychelles,0.201271772,0.206939453,0.204312967,0.227536633,0.233480785,0.252557368,0.269422173,0.302460603,0.305087089,0.316007741,0.305225325,0.303428255
Sierra Leone,0.147022,0.161241281,0.159631551,0.173671973,0.194419603,0.223215883,0.266946879,0.305222679,0.296100876,0.307011268,0.32749061,0.318189948
Singapore,0.284953949,0.29613807,0.28093725,0.309560717,0.33463088,0.359365355,0.378270296,0.40287159,0.424156143,0.433081669,0.440634036,0.430431438
Sint Maarten,0.505338078,0.601423488,0.505338078,0.533807829,0.441281139,0.359430605,0.320284698,0.327402135,0.238434164,0.192170819,0.170818505,0.149466192
Slovakia,0.287433981,0.295264565,0.281270115,0.299058369,0.315623228,0.34027017,0.352789725,0.352597904,0.362031263,0.380889455,0.392940113,0.392803707
Slovenia,0.339929023,0.351561766,0.332747447,0.349783983,0.357542499,0.387791657,0.401316231,0.381995411,0.393960231,0.413398452,0.426634555,0.421311266
Solomon Islands,0.10828877,0.109625668,0.126336898,0.13302139,0.187834225,0.222593583,0.261363636,0.285427807,0.311497326,0.338903743,0.371657754,0.346925134
Somalia,0.070446321,0.081101729,0.086409329,0.101206273,0.133896261,0.185162847,0.238640933,0.301728991,0.341696823,0.363972658,0.375110575,0.381664656
South Africa,0.235545256,0.260575324,0.2618527,0.285183928,0.306068438,0.339703055,0.355375595,0.383709684,0.400932229,0.407880595,0.414573486,0.41003011
South Korea,0.169261989,0.1813332,0.171252927,0.179921765,0.201296291,0.265063039,0.275854704,0.285695661,0.289273044,0.277468637,0.277788145,0.273305698
South Sudan,0.439790576,0.44895288,0.419284468,0.458551483,0.369546248,0.280104712,0.240401396,0.221640489,0.192408377,0.165794066,0.139616056,0.12521815
Spain,0.364479833,0.374244978,0.360450604,0.37877373,0.38697072,0.399222541,0.401651636,0.383268168,0.367401865,0.420509344,0.434719421,0.429618161
Sri Lanka,0.214736505,0.210478771,0.208558013,0.220745427,0.234714861,0.264728643,0.280353691,0.297159559,0.305514705,0.307916424,0.311440384,0.310450715
Sudan,0.143405543,0.153857923,0.151298724,0.160694044,0.20089711,0.244646893,0.262950728,0.294182691,0.316951215,0.317584061,0.337515213,0.334865607
Suriname,0.126272203,0.136527224,0.137185093,0.148097984,0.209473318,0.270345575,0.333036647,0.391083936,0.420533261,0.426570179,0.460585891,0.468286831
Swaziland,0.224716869,0.249950328,0.251440493,0.276773296,0.278660838,0.288197894,0.303596265,0.317703159,0.32416054,0.32644546,0.330717266,0.324756606
Sweden,0.33759786,0.349607733,0.336689631,0.356876614,0.36625628,0.389453134,0.391404999,0.371077384,0.412574229,0.440230375,0.437244452,0.434669974
Switzerland,0.30587775,0.314138179,0.301346678,0.324934974,0.345586527,0.378896441,0.39973621,0.390218613,0.425187988,0.453990777,0.459410726,0.458598955
Syrian Arab Republic,0.206586808,0.232339651,0.214811221,0.238350265,0.240855193,0.273801365,0.288849128,0.281673995,0.276445792,0.259129644,0.274874905,0.260670205
Taiwan,0.33372094,0.335738802,0.314585,0.354356561,0.361470372,0.379577906,0.382180058,0.381972127,0.386154334,0.395789923,0.403573611,0.398449681
Tajikistan,0.144525056,0.160909047,0.186277807,0.16225436,0.190842262,0.218661414,0.239705953,0.256570413,0.269254793,0.280113391,0.287128237,0.305674338
Tanzania,0.188066314,0.197915254,0.189984435,0.208183985,0.241276423,0.280304058,0.312569831,0.331647711,0.340870194,0.351603924,0.349931219,0.360729532
Thailand,0.208680155,0.219921911,0.221902951,0.240158632,0.257301882,0.291852645,0.302118747,0.321743316,0.335096943,0.345907181,0.349869634,0.341276823
Timor-Leste,0.070477428,0.076973043,0.082494316,0.097759013,0.12601494,0.172783371,0.207210133,0.239038649,0.291653134,0.364404027,0.422864566,0.401753816
Togo,0.199865078,0.210883742,0.191769732,0.211873173,0.225365415,0.229862829,0.24551383,0.253519226,0.25257477,0.2509557,0.260445244,0.251540364
Tonga,0.080321285,0.074297189,0.074297189,0.100401606,0.176706827,0.180722892,0.200803213,0.230923695,0.305220884,0.315261044,0.317269076,0.285140562
Trinidad and Tobago,0.135902834,0.144704453,0.144566802,0.159052632,0.222526316,0.278388664,0.348898785,0.388137652,0.414080972,0.45945749,0.483319838,0.490995951
Tunisia,0.156635031,0.160044755,0.158607453,0.185765839,0.233683298,0.2668872,0.270535738,0.282896541,0.300683714,0.323034876,0.343351701,0.341211226
Turkey,0.226421391,0.235372615,0.230803414,0.247214927,0.26045264,0.27687107,0.288653729,0.294970637,0.306034846,0.310477389,0.32321236,0.325927511
Turkmenistan,0.064695397,0.064171123,0.063751704,0.0702527,0.122889798,0.171961833,0.218622208,0.266540841,0.291601132,0.296843871,0.317919681,0.321379889
Turks and Caicos Islands,0.183013319,0.200138384,0.185435046,0.201522228,0.215706625,0.239923889,0.300813008,0.319667878,0.337830825,0.328835842,0.35876146,0.360664245
Tuvalu,0.083333333,0.072916667,0.09375,0.09375,0.114583333,0.260416667,0.3125,0.385416667,0.354166667,0.4375,0.3125,0.25
U.S. Virgin Islands,0.19429811,0.20254106,0.197830803,0.212457391,0.237434149,0.270034087,0.304741246,0.331515339,0.339882244,0.345584134,0.34651379,0.351967772
Uganda,0.167626425,0.179246361,0.173544937,0.190249309,0.223098192,0.257055369,0.283437307,0.307031375,0.316011974,0.325678115,0.324272754,0.324215626
Ukraine,0.243851118,0.257088167,0.29092679,0.258304044,0.272167284,0.290150838,0.304561643,0.308034239,0.30712631,0.328590884,0.337442728,0.341755861
United Arab Emirates,0.268698436,0.279937085,0.272346784,0.294896733,0.304109353,0.317487876,0.327302687,0.322811722,0.33144537,0.337239584,0.349041476,0.34042056
United Kingdom,0.30124124,0.318803254,0.306551494,0.328681412,0.338058074,0.355191975,0.366091083,0.376439539,0.376711732,0.38792064,0.393060113,0.392571927
United States,0.285461536,0.292592961,0.28196609,0.303512992,0.32006551,0.333588858,0.344506929,0.354572238,0.373528556,0.38039813,0.380612304,0.373562428
Uruguay,0.138491639,0.133281823,0.139512817,0.160948521,0.256460307,0.307433364,0.352798977,0.387636515,0.415990023,0.431217326,0.440923037,0.442522581
Uzbekistan,0.156104761,0.165086044,0.168163547,0.169325462,0.190365532,0.218989449,0.233717498,0.252009798,0.264115689,0.270945861,0.290808316,0.306745384
Vanuatu,0.162317961,0.176881068,0.175364078,0.178701456,0.216322816,0.250606796,0.288531553,0.305218447,0.297633495,0.325242718,0.30309466,0.299453883
Vatican,0.200854701,0.192307692,0.19017094,0.212606838,0.242521368,0.31517094,0.376068376,0.383547009,0.299145299,0.377136752,0.427350427,0.422008547
Venezuela,0.122683443,0.131393785,0.133626035,0.148393476,0.248254015,0.302643889,0.356593187,0.378747068,0.373269789,0.389663553,0.409319751,0.412975985
Vietnam,0.232755869,0.233097277,0.230350449,0.27660392,0.253665681,0.26498884,0.279177264,0.28096715,0.284723744,0.287973786,0.296620178,0.290128434
Wallis and Futuna Islands,0.251412429,0.251412429,0.240112994,0.257062147,0.31920904,0.302259887,0.307909605,0.34180791,0.259887006,0.288135593,0.293785311,0.279661017
Yemen,0.241300113,0.247928598,0.220004652,0.242797337,0.205046952,0.177413728,0.183911388,0.209713056,0.239904643,0.237288136,0.260269791,0.271884176
Zambia,0.171843586,0.177968611,0.179682995,0.20134657,0.220220376,0.247619344,0.289169771,0.316973957,0.327135577,0.325249755,0.323114568,0.328896716
Zimbabwe,0.148142835,0.169401116,0.169805415,0.188976994,0.229002556,0.267058793,0.289256091,0.318274297,0.347566383,0.375110856,0.377314936,0.37582816
