country,2014-12-01,2014-12-08,2014-12-15,2014-12-22,2014-12-29,2015-01-05,2015-01-12,2015-01-19,2015-01-26,2015-02-02,2015-02-09,2015-02-16,2015-02-23,2015-03-02,2015-03-09,2015-03-16,2015-03-23,2015-03-30,2015-04-06,2015-04-13,2015-04-20,2015-04-27,2015-05-04,2015-05-11,2015-05-18,2015-05-25,2015-06-01,2015-06-08,2015-06-15,2015-06-22,2015-06-29,2015-07-06,2015-07-13,2015-07-20,2015-07-27,2015-08-03,2015-08-10,2015-08-17,2015-08-24,2015-08-31,2015-09-07,2015-09-14,2015-09-21,2015-09-28,2015-10-05,2015-10-12,2015-10-19,2015-10-26,2015-11-02,2015-11-09,2015-11-16,2015-11-23
DR Congo,2.740585774058577,3.3392718822618126,3.1832530765115035,3.1476439790575914,4.173404773502192,3.2617753623188412,3.1849976990335938,3.153756687601768,3.357960199004975,3.4888154550076265,3.434153768079168,3.2719470328592446,3.3641317810255136,3.2373641946150213,3.1919889502762437,3.23989033584647,3.3545306312601912,3.0710532328078592,3.218460211343541,3.2256607183194035,3.15632183908046,3.1842278203723993,3.265871325095867,3.350907150480256,3.2540463019872976,3.3680919725695846,3.190558103975535,3.281757402101241,3.26644926146173,3.2652091254752853,3.302779420461265,3.211357074109721,3.2904799063597348,3.3741522230595327,3.2857675806752478,3.313764813126709,3.491380908248378,3.4385964912280698,3.5076978159684926,3.542852125043906,3.6204314494562317,3.606158252774794,3.7235123367198835,3.654163799036476,3.614832535885168,3.674021720393036,3.6124823695345563,3.611033762617473,3.204052969502408,3.4044594976009037,3.27295149355988,2.8270827369023763
Denmark,4.815097859236667,6.4459072106985795,6.407565309523267,6.197072918802737,6.103827298178098,6.181686881078552,5.862167444861911,6.302382610275195,6.443375946664817,6.390235998274948,6.300817325623616,6.325325754996718,6.2189634920122465,4.980126432128369,5.968207751327956,6.244032181732134,6.308647536923737,6.150656306329626,6.489011014007487,6.049491622171218,6.41921299746609,6.287188150335486,5.938140523868497,5.952401428331058,5.759466731102552,5.4459402828706125,5.043821252409106,4.941058105799431,4.6435873128611815,4.5991575741329065,4.848609892264316,5.131025213670871,5.483090863726561,5.6324313830623165,5.857058679431412,6.066988828465843,6.177516216350937,6.291835079801111,6.353990019922048,6.413370775612163,6.43019298204174,5.822447408393849,6.682565975550142,6.744372209240451,6.706281370098914,6.777541676152892,6.865389067414848,6.9153479460033225,6.544627627014894,6.880768360777815,6.3045522741232265,4.1136299525580196
Djibouti,3.1503448275862067,3.2167101827676237,3.5116883116883115,3.429333333333333,3.2774936061381075,3.2484157160963245,3.2968152866242035,3.48,3.3093167701863355,3.638157894736842,3.32219570405728,3.2974910394265238,3.1798002219755825,3.3124287343215513,3.349307774227902,3.367735470941884,3.3062558356676,3.1461342395921834,3.256540084388185,3.1838681699913267,3.2798541476754783,3.3725314183123882,3.319457013574661,3.1696014828544947,3.070237050043898,3.1463815789473686,3.15420200462606,3.1564202334630354,2.7556089743589745,3.0917030567685586,3.124255952380953,3.229876722262509,3.129575402635432,3.2908199018920814,3.2260677466863035,3.115622849277357,3.1739130434782608,3.115824915824916,3.092827004219409,3.3147243545010467,3.4215827338129503,3.1837725381414703,3.188602442333785,3.4211618257261414,3.2479564032697548,3.1185495118549516,3.1729537366548044,3.05091649694501,2.952554744525548,3.3225806451612905,3.2044854881266485,3.062937062937063
Dominica,4.308139534883721,4.9667093469910375,6.164009111617313,6.660332541567696,6.221176470588236,6.365500603136308,6.118898623279098,5.979301423027168,6.406172839506173,6.563463819691577,6.9988452655889155,6.4912485414235706,6.225769669327253,5.9679558011049725,6.27677624602333,5.866734486266531,4.6623762376237625,4.367170626349892,4.460134486071086,6.0332225913621285,6.288091068301227,5.714046822742474,6.145482388973965,5.7443181818181825,5.129575402635432,5.656129529683887,5.325617283950617,5.607248520710058,5.1869501466275665,5.350877192982456,5.554054054054054,5.529112081513828,5.590236686390534,4.5993537964458815,3.6718903036238975,4.013876843018213,5.19277885235332,5.803559657218193,5.806607019958706,5.952973720608576,6.056512749827705,5.712611991729841,5.789115646258503,5.784055241682362,5.592207792207792,5.870573084352865,6.102325581395348,5.807742782152232,5.133613445378153,6.263945578231293,4.86987270155587,4.2515822784810124
Dominican Republic,5.640272121436506,6.816435345353901,7.557380201522959,7.032154952623768,7.217379790413497,7.605079131394921,7.562805213879201,7.536892470410477,7.152810796971581,7.6113204863827075,7.546092849407902,7.450732448866777,7.40987773045748,6.227954453329402,7.053116318395943,6.6113239676458075,6.190099355933897,6.093325044681016,5.813587816455697,6.025156056390713,6.0508408200875365,5.823114900280562,5.545444904019513,5.765155208841216,5.7529344119279875,5.7388143610421825,5.747556077599273,5.7727272727272725,5.700564159689533,5.582416199108041,5.575856443719413,5.684284238721311,5.612893222616545,5.589110883917587,5.484159361166565,5.671014831640834,5.6640347477878965,5.734766799414442,5.3657423601615415,5.735399918671213,5.811441009740363,5.776970304473124,5.750163099689712,5.74708292927081,5.706861825617688,5.444143108863862,5.783070252588376,5.705796656954456,5.981671196599066,7.347871738954849,6.961001759626797,5.661477523949889
Ecuador,4.933945954072237,7.00805739018436,7.127262293634678,7.081788159945103,7.1840541621436325,7.22128903999078,6.846984145994581,6.339659794907527,7.126041756164619,7.03302571927405,6.895474732228383,6.815310744959057,6.787051876845213,6.122855593297747,6.1594474122971175,5.711788957654417,5.515194063635513,5.1819849647157215,5.490679757941041,5.476067290414523,5.507277632199369,5.2497656210862305,5.170831109601669,5.122639159852226,5.084137325726632,5.222884323528832,5.152542372881356,4.982771156293008,5.202467326098472,5.14215237886161,5.110057645167403,4.895409069658719,4.705820119069231,4.907531375517712,4.978084664907255,5.090116243311396,5.028442049548071,5.114282366038731,5.091112574829356,5.141228743704975,4.893046387867437,5.2599387551939065,5.3284104260957985,5.126226531305751,4.752171559792119,5.28646588613617,5.2860593036047785,5.324150299149412,5.382071063229621,7.009272957432855,6.658580817161634,4.976744618013634
Egypt,3.3877011575738547,3.4147116709309198,3.4985683956292237,3.346729961795968,3.449842060860523,3.472408325074331,3.3924415277194857,3.3429225652861323,3.504553580621309,3.5345444459853,3.5037628136049084,3.4646735359422705,3.4780881502526837,3.4664100799497013,3.2997337647019176,3.3324021486509365,3.349936952946989,3.3944211443168433,3.38341484977684,3.3722681152281906,3.4185411197048183,3.3269100600727644,3.3066245660116382,3.200171237723246,3.0883119021600827,3.0507569401378913,3.0175410363694883,3.0476076626520427,2.774971858522424,2.950323059733085,3.1443680481086647,3.0732238164552577,3.143534970117913,3.159553994401378,3.1927863578740747,3.2371029752575384,3.2388451971491983,3.2275179319085123,2.8105682669342418,3.3112063087749086,3.309437369260994,3.2975724991854025,3.3850060169988083,3.3841564508872164,3.4020918638213735,3.4178252579971558,3.3662229072109904,3.347251325216813,3.2066883209433863,3.5754094607812528,3.5550822152327113,3.453650220617729
El Salvador,4.9825128460135915,6.420263064344118,6.529563880346659,6.5219847536074065,6.596342521524393,6.676128281391438,6.7305516265912315,6.713128649463176,6.553594489883771,6.5403654586567255,6.4367405701122955,6.389349381174066,6.0535258640686616,4.89466148496625,6.157780580075662,5.737186383784483,5.5711797636325935,5.158992180712424,5.409989108448732,5.4053826423184415,5.348528426775935,5.308893215295889,5.2012081621184985,5.241216193055221,4.907682839265567,5.157216581778932,5.2295230733035325,5.2316182545190175,5.259123490328282,5.186538826656541,5.070839351628952,4.208190402093575,5.298974223319519,5.230867673406705,5.246661783762465,5.274973653558156,5.3180873749248185,5.049497751326314,5.312817917920584,5.3170095547334535,5.457556715305143,5.481275316869201,5.450388334125852,5.403481223218801,5.264580858085809,5.484812654369646,5.407062496635626,5.344704558553119,5.4409089003479645,6.53287750945592,6.14384581038845,4.999000749437921
Equatorial Guinea,4.214743589743589,4.875379939209727,5.089635854341736,5.171428571428573,5.15,5.591666666666668,5.288265306122449,4.756690997566911,5.13681592039801,5.55614973262032,5.055421686746988,4.872773536895674,4.7994923857868015,4.448877805486284,4.579812206572769,4.4907407407407405,4.3881578947368425,4.311512415349887,5.412698412698413,4.808695652173913,5.1784140969163,4.585513078470825,4.095684803001877,4.3144424131627055,4.344444444444443,4.176776429809359,4.559006211180124,4.860197368421051,4.2954186413902065,4.605431309904153,4.703525641025641,4.403225806451613,4.362903225806451,4.302652106084244,4.466346153846153,4.306625577812018,4.468521229868228,4.796352583586626,4.2653061224489806,4.6571018651362985,4.818713450292399,4.5552147239263805,4.897289586305279,4.919148936170212,5.538461538461538,5.237160120845921,5.1505216095380035,5.197568389057751,4.596039603960397,5.617161716171617,5.804560260586317,4.665480427046264
Eritrea,2.25,6.5,2.6666666666666665,4.5,2.25,2.5,1.75,8.166666666666666,9.333333333333334,5.571428571428571,9.0,6.8,7.2,5.777777777777778,2.4,2.421052631578948,3.0,2.625,2.0,3.125,2.238095238095238,1.92,1.8857142857142857,1.2894736842105263,2.1818181818181817,2.3181818181818183,1.9677419354838708,2.3448275862068964,2.1463414634146343,1.7297297297297298,2.0,2.0,2.0,1.7321428571428572,1.794871794871795,2.2564102564102564,1.5454545454545454,2.1020408163265305,1.9074074074074077,1.7608695652173914,2.274193548387097,2.0,2.5614035087719302,2.161290322580645,2.0338983050847457,1.8392857142857144,1.6708860759493671,2.0535714285714284,2.565217391304348,14.75,3.25,8.5
Estonia,5.132401095066832,6.6239612865382735,6.576153452436082,6.540438947496059,6.621030725915045,6.687379163505543,6.559513759918961,6.568668646912508,6.126754364516603,6.749260778328883,6.583607956566064,6.56014520261934,6.593129348877933,6.320547819504026,6.595131094600393,6.51097083810718,6.411130555015447,6.031683514944643,6.431908329660644,6.393630412890231,6.380108217361096,6.1596510404850795,6.103857142857143,5.982320419193795,5.896038287689445,4.8490941128631455,5.831278588542801,5.746937033084311,5.517369996096631,5.346910356832028,5.423828814791732,5.597198580833043,5.6970579375439305,5.474821769769688,5.9098017856795515,6.142382261179618,6.099265123678928,6.2011114779355125,6.224751119499649,6.3912016263438405,6.410523230250623,6.4330520706117476,6.396909723521269,6.5312173386874965,6.5778160857620005,6.529460988521222,6.529302136767907,6.44794725469555,6.464695093993582,6.728027224208001,6.3465131436019995,4.565913477915295
Ethiopia,5.3344545891398365,5.449830344158992,5.881214254289485,5.842798727850977,6.04070265638389,5.968287526427061,6.287206266318537,6.297827013208351,6.157184997892963,6.086321934945787,6.1233993015133885,6.1989895064127465,5.906071019473082,5.7224916076091015,4.919630642954856,4.178206583427923,4.025544388609715,3.7997646597372032,3.5753715498938434,3.8296234309623434,3.9328408327736737,3.544933078393881,3.5734412051890083,3.4945674044265598,3.4070829220138203,3.4459089778662024,3.2578744618173583,3.357953202552588,3.2857142857142856,3.3688780053428315,3.3816618911174787,3.377987831377662,3.3971843476332997,3.3185730581769164,3.239769508741088,3.22601877843384,3.1219363368249766,3.2916098890402967,3.252453867294857,3.261424017003188,3.508219431104544,3.4369089693380457,3.347486760196971,3.361760913612083,3.465487989999107,3.478800036473056,3.3956834532374103,3.4987038526861536,3.8587170405352222,5.991954566966398,5.868548742831937,5.530833744449925
Falkland Islands,2.2666666666666666,2.326530612244898,2.676470588235294,4.066666666666666,3.232558139534884,3.3488372093023258,4.95,3.978260869565217,3.4,4.151515151515151,3.477272727272727,5.628571428571429,6.205882352941178,7.2142857142857135,3.276595744680851,4.208333333333333,5.604166666666668,4.7368421052631575,4.568181818181818,4.093023255813954,2.7346938775510203,3.7948717948717943,3.7111111111111112,4.228571428571429,4.704545454545454,3.9787234042553186,2.6666666666666665,2.9743589743589745,2.8095238095238093,4.2,3.90625,3.878787878787879,5.542857142857144,4.837837837837838,3.875,4.121212121212121,3.976744186046512,5.121951219512195,6.0,4.585365853658536,5.625,5.463414634146342,4.565217391304348,4.25,3.9210526315789473,5.787878787878787,5.4444444444444455,4.386363636363637,2.9347826086956523,3.060606060606061,2.5,3.2068965517241383
Faroe Islands,4.454901960784314,5.789176470588236,5.505854800936768,5.427073403241182,5.4556720686367965,5.748445719751315,5.7043395326657125,5.765739385065887,5.804060434372048,5.891480247501191,5.680300893276916,5.645239246012567,5.665880132137801,4.834838024429104,5.234947940244456,5.684395604395603,5.718804920913883,5.537985865724383,5.7260906040268456,5.389912280701754,5.774679061531651,5.6396743787489285,5.503896103896104,5.7045650301464255,5.5165361183637955,5.464982269503546,5.232770424463715,5.277056277056277,5.040253279059249,4.795973154362416,4.222377622377622,4.969306049822063,5.038586515028431,5.474230769230768,5.5125434195291385,5.4348156594450785,5.571375046834019,5.680029422581832,5.5619257625872836,5.694619666048237,5.6761904761904765,5.606674612634087,5.762916819347748,6.167824497257769,5.9770455386893735,6.134101040118871,5.962728289228475,6.053383458646617,5.345015576323989,5.786350148367952,5.594607843137255,3.920597014925373
Fiji,3.3929188255613125,3.8612351190476186,4.118315018315018,4.170955234402538,4.275070621468927,4.283226723525232,4.351858407079646,4.232604373757456,4.345670391061454,4.280458994262572,4.2327974276527325,4.266081871345029,4.352605042016807,3.931182087586434,4.039660056657223,4.367138128197412,4.3689936536718035,4.375258340714496,4.151421334083873,4.226124818577649,4.306437518205652,4.069682495082889,4.125973677142089,4.192054722441463,4.138748335552596,4.142621599340478,4.309542483660131,4.186680121089808,4.224324324324323,4.175,4.355675146771037,4.286654135338346,4.330769230769231,4.298757170172084,4.230423468180743,4.285878037597431,4.4263022658257425,4.470681100586378,4.258316588524224,4.302195340501791,4.3614787768142405,4.465157965494062,4.570303451470929,4.375562556255627,4.599006547753443,4.1391882595734915,4.547280523583841,4.483616081803393,3.8659957627118646,4.190257000383583,3.841329807329052,3.1140997830802597
Finland,4.2733888524136985,4.896203787422142,5.283737366860794,5.322377351173163,5.4197449044144665,5.450153113303845,5.410397333642051,5.30636474306162,5.328004671703347,5.326873221051868,5.300382706452192,5.307160651624623,5.292687216405398,4.894503604340738,5.068910443237193,5.217767897343539,5.183998292671967,4.832943179399872,5.119415874140584,4.849276379463553,5.047015182397678,4.952207786359236,4.876674428004577,4.774951628506933,4.380501056083099,4.643404200670147,4.525021867954513,4.421238643302554,4.273517585445158,4.192554691492571,4.377204572176631,4.628493074599923,4.818429969879519,4.851175623536654,4.964159077981384,5.0475883882901815,5.0915991092234645,5.167162917957589,5.235384498364646,5.3029798382388025,5.308033847377035,5.26015537594496,5.346892456291259,5.418920300075633,5.4220093753959215,5.357644345058222,5.382417559958715,5.411062651931443,5.157269354789799,5.246596000300354,4.992140889241513,3.7356961139499782
France,4.297318081716323,5.343122072283113,5.451370468273613,5.469240649999695,5.530585554177397,5.52419740621789,5.425644204220178,5.343942160978425,5.383326394510024,5.477692960004217,5.487802576500473,5.460398068110262,5.451371559963381,5.334093590540455,5.107353603371603,5.262907275169996,5.179066906128685,5.006692793731825,5.036215328802351,4.950996500727215,5.257593365492519,5.101758886823512,5.246428374076012,5.223596774946668,5.1522823863072205,5.1319864194678,5.103930922969352,5.016461084379372,4.599200186129711,4.8152057450681625,4.758563891056651,4.520453390054539,4.404063361164387,4.545421028189875,4.915974648243305,5.271030376119197,5.321494503803324,5.361822723403924,5.38419744482102,5.462304425092507,5.520057703867981,5.505879604644151,5.364739099651035,5.372739155624545,5.6013719795678165,5.336153731316392,5.579430773648377,5.638005411534066,5.317204687790662,5.4460968620713475,5.199670586033124,4.070594074139208
French Guiana,4.606072874493926,5.3720751822017645,5.231648838067134,5.380083618396047,5.2450229709035225,5.342455340174839,5.170667666916729,4.875766871165643,5.2792327554407965,5.361018826135106,5.129043984005817,5.111882998171847,4.958723551855706,4.96525237746891,4.885806916426513,5.192826704545454,5.062109646079112,4.892869939089932,4.939307390217778,4.941216913028533,5.119711042311661,4.983378561736772,5.113123718386876,4.88074616922052,5.026280771789754,4.942231075697211,4.771280051981806,4.6815834767642,4.7147401908801685,4.715636609253631,4.641300588031823,4.5374293785310735,4.442079553384508,4.579005120702268,4.7148964156527455,4.966059082338153,4.9243902439024385,5.265545208771403,5.387376237623762,5.258635961027458,5.194249005812175,5.0274776165483175,4.938755980861244,4.822118380062305,5.389538461538462,5.103856665654418,5.359468858678469,5.3061035758323065,4.934375958295002,5.123953766440813,5.105099260412612,4.221228141520943
French Polynesia,5.737574552683897,6.86408106219427,7.257412398921832,7.598932265598933,7.555817875210793,7.6125423728813555,7.519627411842982,7.32774798927614,7.73217166828009,7.3826322930800545,7.593313859136644,7.480089916506102,7.306456899377253,7.234528832630098,7.0773315632260205,7.192468619246862,7.116716417910447,6.647456630402822,6.627966828710322,6.580047789725209,6.904649793996469,6.680158505519389,6.876969864528616,6.796952908587258,6.778389719381066,6.8173263216163855,6.709179528838343,6.828327362909893,6.388543636854903,6.517259978425027,6.662269129287598,7.000263435194943,6.981235154394299,7.015155047796688,7.032243517474632,7.4234579018460165,7.251918438938829,6.974610625133348,6.8197083517454695,7.380525164113785,7.297339593114241,7.172695191883546,7.184513274336282,7.113554757630162,7.189995513683266,6.897774840273187,7.243810786914235,7.315424610051992,6.463912394225982,7.0829557337051225,6.616370106761567,5.759389671361502
Gabon,3.401020986954056,3.847740667976424,4.026932668329177,3.86161757830762,4.085252327290544,3.9384765625,3.708997188378632,3.758700696055685,3.4797195793690534,3.89107059373539,3.726254262055528,3.763692579505301,3.784703801945181,3.5930292157867765,3.6243321002877114,3.633797370456304,3.594309799789252,3.384811046511628,3.305312710154674,3.158070997990623,3.2634001973035187,3.175953079178885,3.4510852469329985,3.485981308411215,3.3757292882147025,3.5437392795883365,3.3708264915161466,3.3855388813096865,3.156408206767919,3.2331045406546988,3.3783264746227717,3.260625501202887,3.3628657369428487,3.2373530216024062,3.2346396965865987,3.3018773466833538,3.3228035538005924,3.29478672985782,3.1764134918709046,3.3696954568147777,3.4486618004866183,3.4123736751294063,3.3247232472324724,3.4152032715900886,3.425974647213585,3.401796265658237,3.4780271154745206,3.508763619137849,3.3366969391187347,3.847723704866562,3.657012195121952,3.081621621621621
Gambia,3.881578947368421,4.505827505827505,5.096774193548387,4.881796690307328,5.051569506726457,4.902439024390244,4.75,4.550827423167847,5.032119914346895,5.090909090909091,4.976645435244161,4.837894736842105,5.022869022869024,4.857758620689656,4.547770700636944,4.631768953068592,4.553897180762854,4.305825242718447,4.864353312302839,4.7713365539452495,4.625776397515528,4.274928774928775,4.3431372549019605,3.906432748538012,3.979905437352246,3.653038674033149,3.667005076142132,3.5444555444555443,3.3828689370485034,3.459231490159325,3.5181733457595525,3.4766355140186915,3.512663755458515,3.6867954911433167,3.5620915032679736,3.6743119266055047,3.7815457413249214,3.7126436781609193,2.974755700325733,3.4708842559309847,3.455972696245734,3.594558725945588,3.3899412148922274,3.645966709346991,3.585271317829457,3.578782172002511,3.618836915297092,3.8015122873345937,3.6338862559241702,5.002544529262087,4.900966183574879,3.969620253164557
Georgia,3.803676752202221,4.399717514124294,4.731184255174754,4.645115810674724,4.863611188036555,4.955685618729096,4.602403444508708,3.987718164188753,4.903164288741348,4.768575583408351,4.834920634920635,4.788891779396462,4.833278068837456,4.790912667191188,4.275980128893663,4.360181897464648,4.588950805920066,4.558529836381137,4.58600392413342,4.495254936634248,4.63283985502795,4.462849311803612,4.681945021670724,4.674716493330983,4.418153200419726,4.550717299578059,4.649560691700711,4.5833143896340065,4.474373924149036,4.5144175317185695,4.5412150089338885,4.4649779086892485,4.499239150283036,4.451379763469119,4.2772689425478765,4.600212326088172,4.598767470012105,4.702567683712934,4.62056309966969,4.6439477098094,4.747618303920039,4.619458776455723,4.813019534497091,4.84643834228392,4.8661910383411175,4.821229611041407,4.800513250235675,4.6564721873693005,4.622387163674071,4.999205259735568,4.825131324301908,4.6827858451994935
Germany,4.308563122916003,5.259130107785338,5.412149416602342,5.3741650193500545,5.383477499971216,5.309897872587257,5.144445544554455,5.118442838364931,5.174849362228271,5.140719873092283,5.101175153841643,5.068261778726954,5.045077564240079,4.691600781634067,4.753254912383028,5.011175098917478,5.026337998177485,4.905422883892472,5.050978073000015,4.7761907530482315,4.999187962629876,4.915759165845994,4.867087933091617,5.089032174336711,5.093630158968495,5.075612992606888,5.038389244651844,5.052158471882453,4.898108623063738,4.733610881269149,4.694212594767884,4.653552141569096,4.670942795301003,4.672674052051043,4.7324781313704865,4.799765694041698,4.78406998192417,4.82969609578657,4.827160260006647,4.825075828417226,4.88988305339733,4.926440807511342,4.993336999084733,5.054775613273124,5.117526606118014,5.144483509915032,5.153050275170091,5.174302623662438,5.063444348868383,5.206844040673501,4.9336809127040935,3.961623434450613
Ghana,2.8896938269722043,3.3963005623687237,3.471583174516744,3.5114138438880707,3.5257704302337283,3.4983489361702125,3.487246761873132,3.5264032857422256,3.523372451321052,3.3692161489054917,3.49868341740427,3.512934429845291,3.4461123344601927,3.2557924574808967,3.3251826449977635,3.4473308184727935,3.4763530964816622,3.313577523654728,3.4636834924965894,3.4790369676601833,3.4905968009445365,3.300735068056681,3.3107051082935643,3.3834735953373096,3.3759692999867674,3.469493771534588,3.32623757139835,3.4244945240101097,3.3834650993446376,3.3187196641742096,3.4574659674770913,3.4474641341685186,3.4293279951348064,3.432354958839672,3.499034489501601,3.530666666666667,3.5567506898003085,3.593148100705685,3.3500957967689287,3.6855960716559064,3.7181994744658975,3.7326095975660354,3.7448710088195063,3.747979716118276,3.752207923290437,3.7715101169482086,3.788953105911099,3.795824046920821,3.3119641103235917,3.602272727272727,3.3864053024961223,2.8007189746795875
Gibraltar,6.723538704581358,8.877525252525253,9.259398496240602,9.470588235294116,8.633853541416567,8.529411764705884,8.211538461538463,8.442857142857143,8.567901234567902,8.683513838748496,7.869147659063627,8.962469733656174,8.651658767772512,7.266009852216749,7.452039691289968,7.560150375939849,7.738636363636362,6.444976076555023,7.5115452930728255,7.471095772217429,7.434094903339193,6.453556485355649,6.7871853546910765,6.695491500369549,6.342537313432836,6.622531089978054,6.524152847873107,6.5786393562545715,6.291436464088397,6.065629228687415,6.0655509065550905,6.18194161575017,6.244295302013423,6.519690122659781,6.459672131147541,5.737993920972644,5.5174129353233825,6.434907834101383,6.443591258121677,6.638511518015357,6.486916951080773,6.332384746727376,6.48564997186269,6.527509926262053,6.4631639063392345,6.494438264738599,6.489461358313818,6.516627078384798,7.121261115602263,8.441396508728179,8.685463659147869,5.892097264437691
Greece,4.6936467507890525,5.449100294555105,5.995178366135313,5.879141379957568,5.993743620327786,6.119880235367558,5.979003434425754,5.904538552983134,5.821800367421923,6.081831707720284,5.988661007497367,5.9599250704573965,5.765737914408961,5.945322725668953,5.117553997263488,5.3507016189459815,5.850924964959396,5.6307512046999815,5.96157054432431,5.904943228287077,5.9362246277291755,5.873381341082952,5.754180932657585,5.878420592919898,5.789585134188196,5.749315569945916,5.420584737817008,5.4518987854016965,5.443057144780239,5.379900018969615,5.419300372817206,5.189355564935979,4.7598610079442025,4.965984874325167,5.412512678161533,5.7128579336721845,5.803182429403856,5.752242393449671,5.920470724974575,5.996687081584303,6.08444238009094,6.068920930005612,6.110810005810517,5.831725900801258,6.1305727010689965,6.078145206894009,6.1160363578943215,6.196336778180789,5.9437928059748435,6.0100656808763615,5.78438709749917,4.668134878277756
Greenland,4.1722846441947565,5.528548123980425,5.363486842105263,5.588235294117646,5.52741935483871,5.423493044822257,5.179173047473201,5.1521418020679475,5.312210200927357,5.201248049921997,5.474178403755869,5.6292307692307695,5.415481832543444,4.847715736040608,5.039872408293461,5.264746227709192,5.167822468793343,4.7125668449197855,5.095759233926128,4.566970091027309,5.245098039215686,4.980211081794195,4.7313997477931915,5.281124497991968,4.800802139037434,5.053763440860215,4.832641770401106,4.837116154873164,4.828016643550624,4.422279792746114,4.457025920873124,4.5766871165644165,4.880448318804484,4.62137049941928,4.8023255813953485,4.532240437158469,4.674496644295302,4.579557428872497,5.029801324503311,4.866736621196223,5.1151716500553706,4.9267515923566885,5.066817667044168,4.7979452054794525,4.672669491525424,5.201086956521738,5.0283224400871465,4.900452488687783,4.896070975918883,5.273752012882448,4.9967426710097715,3.6577868852459017
Grenada,4.215220949263503,4.6894223555888965,5.452180028129394,5.4735077129443335,5.397167902899529,5.694879089615933,5.57530335474661,5.512367491166078,5.4843641417651146,5.713788300835653,5.207624234172908,4.997319034852547,4.965123652504756,5.0431344356578,4.9075458871515965,5.099529253530599,5.240473061760841,5.337713534822601,5.364651773981604,4.962752525252525,4.9888033589923015,4.493653974615898,4.364002686366689,4.641873278236915,4.554263565891473,4.620578778135047,4.573960880195599,4.558673469387755,4.709677419354839,4.326100829610722,4.514018691588785,4.347941567065074,4.4348082595870215,5.089771490750817,5.04135737009544,5.120890774125132,5.20403825717322,5.284656084656085,5.203723404255318,5.195786228160329,5.371486969851813,5.270124257158293,5.222654081066074,5.341993637327677,5.7782585181179025,5.51416354890433,5.281267067176406,5.385542168674699,5.042437431991295,5.1346877351392015,4.383076923076923,3.9245614035087724
Guadeloupe,4.160803304372597,5.0147796610169495,5.09455626097528,5.1760930605695945,5.132538193513804,5.0369812354472,4.796844993141289,4.564533622559654,5.043817448966324,5.300524405002016,4.990003945810863,5.146531566640687,4.983093053735256,4.70907628368414,4.770809285622676,5.103540903540903,4.964590964590965,4.784096504185131,4.678687733687131,4.763436972764521,5.013673318551367,4.648988051694708,4.9789995280792825,4.958669601369528,4.909046214355949,4.882879568310033,4.8034507722007715,4.722708770198594,4.493831822759315,4.565856622114216,4.5902246358923735,4.406477113349483,4.231667909520259,4.320609770735806,4.46550731314062,4.938052107793804,4.99636803874092,4.913034210806778,5.1681153042138845,5.133210292042124,5.099728997289973,5.04217791411043,5.008290040897535,5.11305853078005,5.096484746120553,4.969476584022039,5.293433799784714,5.281682641107562,4.905526992287918,5.066099567703249,4.834806629834255,4.013454226381983
Guam,4.542283645936164,5.104496926560984,5.155263157894737,5.020637329286799,5.144095665171899,5.365360303413401,5.441138835572617,5.122896157510321,5.3039095907147225,5.313208703646952,5.336230984166408,5.177439024390244,5.240479115479117,5.223835450695705,5.264994232987314,4.927287362489939,5.044937736870602,5.134610268688482,5.141148325358851,4.652643232770551,4.806947759215063,4.570052083333334,4.696356275303644,4.633691944371557,4.690173116089613,4.716354556803996,4.7791074545001235,4.646971935007387,4.679892891918208,4.400291828793773,4.535982553913255,4.684797768479777,4.694957791467033,4.64568306010929,4.7154539735793675,4.8123123123123115,4.664267015706807,4.995126086035176,5.032860824742269,5.006553911205074,4.943505242884656,5.112616426756985,4.960372455608488,4.988267918088737,4.971061093247588,5.091834524583064,5.054180887372014,4.620987381005092,4.819937991891249,5.198905696813647,5.1,4.382113821138211
Guatemala,5.180682268940896,7.184952978056426,7.401908923643054,7.337018570705976,7.473097482064987,7.454354242290599,7.458064731620962,7.499901941557168,7.521670005405578,7.4905359820089945,7.3748663591654715,7.236586199397272,7.015475359928964,5.072583201267829,6.770234845823312,6.1786060019361075,6.007825515124946,5.56056583242655,5.868486096807415,5.806293894632166,5.831936136153003,5.627772987379478,5.610154159285363,5.601391009954185,5.545707792683821,5.487963649851632,5.323913594094873,5.554464027737649,5.560990671823706,5.497776664370264,5.631634852216749,5.660852508487364,5.5840551740645985,5.6329233680227055,5.64164301579467,5.758391033005247,5.641332221089381,5.294429424613176,5.818022965551673,5.90740823335266,5.971847063881517,6.016047657571522,5.569243749041264,6.032320076895349,6.077329146104383,6.096479654562357,6.094032107779492,6.0113714679531345,5.846712160304791,7.016884508249412,6.81437874671152,5.0954072443466085
